Link,Username,Rank,Timeline,Review,Response
https://lh3.googleusercontent.com/a-/ALV-UjVBM5YvZRpwX0MG6MrFh3R0SqsWENEMxYv1fn4x5JhK0Q=w45-h45-p-rp-mo-br100,SANDESH FARKADE,2 reviews,4 years ago,"Best Engineering college with excellent staff.
Recommend for every student for their bright future.
Keep it up 👍 …",Share
https://lh3.googleusercontent.com/a-/ALV-UjV4wJtk7x6AqGuAkAIlQZRpzh3woavuvbBx7iim-e0fo4g=w45-h45-p-rp-mo-ba4-br100,Nivedita Mhatre,Local Guide · 27 reviews · 15 photos,a year ago,Nice college.. there is a cafe of college which was very clean n nice food,Share
https://lh3.googleusercontent.com/a-/ALV-UjVPG5LI7--odrTXry7eMJEhuPcV_6hfwOWoMlmH2Ujn7PeY=w45-h45-p-rp-mo-br100,Namrata Bramhadande,1 review,4 years ago,It was a blessing of being student of A P Shah institute of technology. One of d best colleges to be in d coming years,Share
https://lh3.googleusercontent.com/a/ACg8ocKSIjZ0VzWkFI3e_vKVUZEH_q_hHjqpAcioiJftMcNC=w45-h45-p-rp-mo-br100,Bhalchandra Nagtode,1 review,4 years ago,A. P. Shah Institute of technology is upcoming institute with Advanced learning features and student friendly environment.,Share
https://lh3.googleusercontent.com/a-/ALV-UjV1mWbmPQRzw1UIN8eAgw7v8gnO1YCTuZCoWMNNL1CjKg=w45-h45-p-rp-mo-ba4-br100,Siddhesh Shinde,Local Guide · 79 reviews · 2 photos,a month ago,Four Years Of Vivid Experiences,Share
https://lh3.googleusercontent.com/a/ACg8ocKZHAd1DjlLRaWI4jm_7QQBmtH6E2KlfB4igmXeM65UNQ=w45-h45-p-rp-mo-ba4-br100,TUSHAR PUJARE,Local Guide · 51 reviews · 79 photos,2 years ago,Take public transport to reach Thane railway station.,Like
https://lh3.googleusercontent.com/a-/ALV-UjW-sHdT44SWrm-5xckVSQcpMO66BRclyCE-FmGuvSFdWq8=w45-h45-p-rp-mo-ba4-br100,Sumit Lad,Local Guide · 59 reviews · 57 photos,6 years ago,I was there for Exam... Its easier to reach here from Thane Station by just taking 60/61 no. Bus and Take ticket of Sai Nath Nagar Stop 👍 …,Share
https://lh3.googleusercontent.com/a-/ALV-UjVWvG-NSqD3NmgQG5tdWB95UGmlENjwsC-N911uBR_DWT0=w45-h45-p-rp-mo-ba4-br100,Sabir A Ali,Local Guide · 30 reviews · 12 photos,7 years ago,"Awesome facilities, awesome staff, student friendly environment for learning and The best institution in Thane for Engineering..",Share
https://lh3.googleusercontent.com/a-/ALV-UjXWhYZJ7gfXTgeWcji_7mUFJrBQes5xnBy881k7duJB1Q=w45-h45-p-rp-mo-br100,Rupali khandagale,3 reviews · 1 photo,3 years ago,I just loved that place A.P. Shah inst. Of tech. Thane,Share
https://lh3.googleusercontent.com/a-/ALV-UjUm2gw--8XTXeLB5hJvSV6VRpZfs7EubXDyMYiOvDjKFA=w45-h45-p-rp-mo-ba3-br100,Samanwita Bagg,Local Guide · 28 reviews,a year ago,College with great teaching and learning aids. Functional amenities and great infrastructure.,Share
https://lh3.googleusercontent.com/a/ACg8ocKugLNQB0046npf1B4VRq1xhO_rOzhmEEVVr1E0Rhn7=w45-h45-p-rp-mo-br100,Jasvinder Singh,3 reviews,a year ago,"As it was mine centre for examination,it is nice..well mannered and the overall experience is good.",Share
https://lh3.googleusercontent.com/a-/ALV-UjXqUzo0abWlxcb3BknxbaTtSxJ4N1zGHN5cQr6v_blRBo8=w45-h45-p-rp-mo-ba5-br100,Abhijit Somnathe,Local Guide · 460 reviews · 259 photos,a year ago,One of the good engineering college in Mumbai region.,Share
https://lh3.googleusercontent.com/a-/ALV-UjWZzCULXr0bxQEQP_0dItyL1W_eAuB_7Qn2ApAADiU_3mAy=w45-h45-p-rp-mo-br100,Gauri Pande,3 reviews,4 years ago,"Nice college, Good infrastructure.. and very supportive people to guide.",Share
https://lh3.googleusercontent.com/a-/ALV-UjVUqEg4CKOoVWyfgaEo7ODtao2wtikA15L99kZ4nGrkpUcz=w45-h45-p-rp-mo-br100,Maharashtrian traveller,"739 reviews · 1,013 photos",7 years ago,Lovely College.I'm there for my MBA entrance#superb facilities n good staff,Share
https://lh3.googleusercontent.com/a/ACg8ocJFwhIMg2Anza0SwaWsQPP85TQ-elRHIojLeq5Cwxye=w45-h45-p-rp-mo-br100,Shashank Aloni,2 reviews,4 years ago,very good college with all round facilities for the development of students.,Share
https://lh3.googleusercontent.com/a/ACg8ocJu5w4Kt6F2l4BMVbSQJDeJkERcNfktxDakSI4c9rKJ=w45-h45-p-rp-mo-br100,Anjali Dave,12 reviews,3 years ago,Good infrastructure. The staff is also polite n helpful. Right from security to the top level.,Share
https://lh3.googleusercontent.com/a/ACg8ocKo9iN4RH8ZVTD1HF6vRoX67vW4iOZcPcrwi0GTc18=w45-h45-p-rp-mo-br100,Varshitha Bellur,3 reviews,a year ago,2019-20 batch have not yet received their convocation wheras 2020-21 batch have received??,Share
https://lh3.googleusercontent.com/a/ACg8ocJmwyaevXRnYIjfxua_-Z_F9TuzSGE5gb5WgxGGy1ao=w45-h45-p-rp-mo-br100,Ramdas Naik,8 reviews,2 years ago,Institute   premises  excellent .staff  of this institute  is very very cooperative.I am giving  ******* 7 star rating .,Share
https://lh3.googleusercontent.com/a-/ALV-UjWiovSbWnxfBXI0OV0HAEGDG6ohKqGtndP-WYQX4HMBPis=w45-h45-p-rp-mo-br100,Jaya Singh,3 reviews,3 years ago,The best place for Engineering education with latest softwares and machineries and the best place to work too.,Share
https://lh3.googleusercontent.com/a-/ALV-UjX4L7rZIc_e9p242vm8M75hdxZ48cMkq3Wp9tWLpaE1bGGl=w45-h45-p-rp-mo-br100,ASHISH Bind,9 reviews · 1 photo,2 years ago,"GOOD COLLEGE above any other average college
Pursuing Cs from here",Share
https://lh3.googleusercontent.com/a-/ALV-UjUjxTPy6zD5bjnjGTWgO9FRBYA_eeGEZ9YYDGmqfewbQQ=w45-h45-p-rp-mo-br100,durga dole,5 reviews,3 years ago,"Systematically conduct exam .very well scedule ,clean and staff behaviour is nice",Share
https://lh3.googleusercontent.com/a-/ALV-UjWblalOOfYV6Qq5BXeDtK7bmjz88U73jCiTRwTeTDJ_TD23=w45-h45-p-rp-mo-ba5-br100,AYUSH KHADE,Local Guide · 222 reviews · 723 photos,4 years ago,"Hey there I completed my diploma in engineering this year, can i get admission to 2nd year on mechanical engineering department in your college..?",Share
https://lh3.googleusercontent.com/a-/ALV-UjWFqgomtyoNGVraItwyCg4YRj_K3ZD25N5iXTgFRt-rNQg=w45-h45-p-rp-mo-ba4-br100,Khan Haris Azmi,Local Guide · 40 reviews · 415 photos,4 years ago,On of the best colleges in Thane with best infrastructure Loved to visit these college,
https://lh3.googleusercontent.com/a-/ALV-UjXuKrv2RTRBi5hTMH2i9NRyAlmYqaGfnIbLHri7AF83Tr3J=w45-h45-p-rp-mo-ba3-br100,Pavan Koli,Local Guide · 45 reviews · 64 photos,4 years ago,Best college in Thane & Mumbai in terms of facilities!,Share
https://lh3.googleusercontent.com/a-/ALV-UjVQOr2lJGHru0ciufMCeWAxS_vVxhsV-M22wffQKJzTq60=w45-h45-p-rp-mo-ba4-br100,Divesh Chauhan,Local Guide · 99 reviews · 166 photos,3 years ago,"It was very decent place
Good atmosphere for study
The staff were very helpful",Share
https://lh3.googleusercontent.com/a-/ALV-UjVJBGSRXVzaCJkRAP8rtY2gBp2vJ6qVFFjqDiZrlIuuifzT=w45-h45-p-rp-mo-ba5-br100,Malcolm Rodrigues,Local Guide · 324 reviews · 177 photos,2 years ago,Seems like a very good institute. Access and parking is a problem.,Share
https://lh3.googleusercontent.com/a/ACg8ocJi2e2EU9KLLqXPjLv9gRv7hialvCoYdVgs8Mx64khx=w45-h45-p-rp-mo-br100,ramesh thorat,1 review,a year ago,Sai shradha fabrication and alluminium work,Share
https://lh3.googleusercontent.com/a-/ALV-UjWkutQLwPPsyWtVmL3zmaT1TmyN3v3_NfxOTad9X_I0GoW4=w45-h45-p-rp-mo-ba5-br100,Sumedh Shah,Local Guide · 82 reviews · 838 photos,5 years ago,College with great infrastructure and all the facilities which are required by a student .,Share
https://lh3.googleusercontent.com/a-/ALV-UjXaJO_7p8gwLRX0t_xYnBbJBGodOD-Ur4y8oJ05uLX-mn-7=w45-h45-p-rp-mo-br100,Sarvesh Pawar,2 reviews,4 years ago,"Greenery from all side, AC classroom, best institute of thane , supportive staff, best management,😊 …",Share
https://lh3.googleusercontent.com/a-/ALV-UjWSk1vuvBXeBeDlf4tUiR--S-jlJgblk3qYISBKWXWIvA3c=w45-h45-p-rp-mo-br100,MANOJ M. MANIKSHETTI,4 reviews · 4 photos,3 years ago,Very nice place and it is situated near main road. Easy to find out.,Share
https://lh3.googleusercontent.com/a-/ALV-UjVX6PmnyuExXtDQrXiSGVaSf2_BCgoO8zhlmZQbj-muxRg=w45-h45-p-rp-mo-ba3-br100,Mayuresh Vartak,Local Guide · 46 reviews · 18 photos,5 years ago,Nice infrastructure .Bank and food available near by close to highway.,Share
https://lh3.googleusercontent.com/a/ACg8ocKn2F7G1nu7lD6e4WJCIwZxakN0HT0u_DnIQX3ydP4h=w45-h45-p-rp-mo-ba3-br100,Megha Soni,Local Guide · 60 reviews · 3 photos,3 years ago,"Went to take admission in the college, great staff and well organised.",Share
